Gen	theta_1M	theta_2T	theta_3N	theta_4R	theta_5S	theta_6X	theta_7Y	tau_4R	tau_5S	tau_6X	tau_7Y	phi_X	phi_Y	lnL
5275	0.002088	0.003100	0.011994	0.005343	0.004309	0.016039	0.005134	0.004473	0.003714	0.000922	0.000922	0.405204	0.125233	-156154.537
5280	0.002083	0.003094	0.013356	0.005332	0.004964	0.016455	0.004307	0.004464	0.003727	0.000921	0.000921	0.428116	0.100439	-156164.706
5285	0.002071	0.003680	0.013324	0.005300	0.004277	0.015439	0.004281	0.004437	0.003639	0.000866	0.000866	0.405344	0.103190	-156088.099
5290	0.002395	0.003621	0.013939	0.005445	0.004677	0.012730	0.004399	0.004559	0.003568	0.001001	0.001001	0.410632	0.129326	-156124.987
5295	0.002381	0.003169	0.013806	0.005413	0.004478	0.015237	0.004703	0.004532	0.003478	0.000946	0.000946	0.349408	0.139117	-156187.666
5300	0.002348	0.003126	0.015567	0.005536	0.003704	0.013727	0.005307	0.004435	0.003470	0.000933	0.000933	0.346143	0.168578	-156162.338
5305	0.002313	0.003079	0.015501	0.005704	0.003589	0.014449	0.005515	0.004415	0.003459	0.000919	0.000919	0.331755	0.195800	-156182.231
5310	0.002259	0.003007	0.015100	0.005571	0.003185	0.012117	0.006232	0.004312	0.003468	0.000854	0.000854	0.350033	0.183590	-156120.381
5315	0.002313	0.003079	0.014708	0.005538	0.003412	0.012877	0.006042	0.004440	0.003432	0.000874	0.000874	0.350033	0.173965	-156154.831
5320	0.002313	0.003079	0.013799	0.005538	0.003640	0.011222	0.006042	0.004440	0.003391	0.000925	0.000925	0.308584	0.198752	-156181.429
5325	0.002277	0.002914	0.014420	0.005454	0.003417	0.010246	0.006468	0.004372	0.003460	0.000912	0.000912	0.316849	0.210391	-156133.556
5330	0.002393	0.003062	0.016882	0.005731	0.002793	0.012986	0.006796	0.004594	0.003642	0.000959	0.000959	0.355112	0.226891	-156152.954
5335	0.002354	0.003011	0.013904	0.005637	0.002654	0.013492	0.007113	0.004519	0.003675	0.000922	0.000922	0.355112	0.236378	-156191.312
5340	0.002285	0.003702	0.014497	0.005472	0.001815	0.010737	0.006985	0.004387	0.003696	0.000933	0.000933	0.355112	0.207198	-156174.875
5345	0.002285	0.003193	0.013606	0.005934	0.001771	0.010956	0.004867	0.004419	0.003769	0.000877	0.000877	0.341885	0.238179	-156141.320
5350	0.002242	0.003744	0.013189	0.005451	0.001740	0.011701	0.005264	0.004335	0.003691	0.000961	0.000961	0.341885	0.218737	-156108.078
5355	0.002373	0.004029	0.013782	0.005770	0.001818	0.009699	0.005038	0.004589	0.003944	0.001160	0.001160	0.359068	0.218737	-156167.540
5360	0.002304	0.003115	0.013370	0.005984	0.001783	0.011068	0.004959	0.004455	0.003803	0.001009	0.001009	0.336634	0.222624	-156176.165
5365	0.002353	0.003182	0.012814	0.006112	0.001893	0.008975	0.005071	0.004551	0.003779	0.001093	0.001093	0.365105	0.251037	-156219.914
5370	0.002413	0.003263	0.013994	0.005805	0.001892	0.011064	0.005701	0.004667	0.003946	0.001036	0.001036	0.463014	0.213711	-156146.592
5375	0.002323	0.003141	0.013262	0.005590	0.001760	0.009482	0.006684	0.004493	0.003892	0.001047	0.001047	0.464574	0.188912	-156180.964
5380	0.002291	0.003098	0.012383	0.005512	0.001736	0.007754	0.005428	0.004431	0.003838	0.001074	0.001074	0.502677	0.235756	-156153.727
5385	0.002311	0.003125	0.014448	0.005560	0.001769	0.006522	0.005967	0.004469	0.003843	0.001087	0.001087	0.496942	0.235756	-156185.207
5390	0.002338	0.003062	0.014669	0.005578	0.001810	0.008216	0.006037	0.004490	0.003858	0.001025	0.001025	0.534888	0.266840	-156143.240
5395	0.002007	0.003305	0.015720	0.005798	0.001960	0.006816	0.006275	0.004668	0.003889	0.000953	0.000953	0.586771	0.285405	-156159.811
5400	0.001955	0.003219	0.017526	0.005916	0.001853	0.006024	0.005578	0.004547	0.003876	0.000905	0.000905	0.560760	0.285405	-156157.230
5405	0.001995	0.002758	0.016137	0.005657	0.001959	0.005220	0.007581	0.004641	0.003854	0.000932	0.000932	0.585272	0.282025	-156179.510
5410	0.001931	0.002668	0.015342	0.005474	0.001829	0.004609	0.008746	0.004491	0.003833	0.000955	0.000955	0.552417	0.291593	-156176.101
5415	0.001955	0.003233	0.016143	0.005544	0.001870	0.004882	0.009055	0.004548	0.003854	0.001078	0.001078	0.625201	0.262625	-156155.529
5420	0.002841	0.003327	0.015447	0.005706	0.001971	0.004905	0.008726	0.004681	0.003903	0.001229	0.001229	0.646539	0.273909	-156242.715
5425	0.002703	0.003165	0.014756	0.005429	0.001891	0.005535	0.009034	0.004454	0.003690	0.001160	0.001160	0.646539	0.308236	-156168.686
5430	0.002693	0.003154	0.016906	0.005409	0.001814	0.005221	0.008898	0.004437	0.003780	0.001111	0.001111	0.635923	0.279366	-156145.863
5435	0.002693	0.003230	0.017584	0.005409	0.001824	0.005299	0.008115	0.004437	0.003766	0.001184	0.001184	0.613470	0.251664	-156225.330
5440	0.002721	0.003263	0.017139	0.005465	0.001879	0.007243	0.007956	0.004483	0.003755	0.001268	0.001268	0.596129	0.270440	-156191.832
5445	0.002601	0.003119	0.017738	0.005509	0.001857	0.008359	0.006816	0.004335	0.003510	0.001145	0.001145	0.588622	0.229962	-156157.291
5450	0.002180	0.003244	0.019181	0.005730	0.001832	0.011694	0.007525	0.004509	0.003784	0.000982	0.000982	0.578260	0.229962	-156142.773
5455	0.002197	0.002940	0.017147	0.005551	0.001767	0.012585	0.006981	0.004545	0.003941	0.000990	0.000990	0.524049	0.225050	-156156.855
5460	0.002214	0.002962	0.014808	0.005593	0.001781	0.013530	0.008824	0.004579	0.003971	0.000930	0.000930	0.521375	0.225050	-156140.746
5465	0.002236	0.002992	0.015077	0.005650	0.001798	0.013431	0.008510	0.004626	0.004012	0.000940	0.000940	0.486040	0.225050	-156192.281
5470	0.002190	0.002931	0.014020	0.004984	0.001793	0.011032	0.008368	0.004531	0.003878	0.001040	0.001040	0.388722	0.293659	-156146.771
5475	0.002178	0.002601	0.015369	0.005194	0.001783	0.012592	0.006654	0.004505	0.003856	0.000949	0.000949	0.473633	0.310456	-156146.003
5480	0.002178	0.002601	0.014753	0.005194	0.001815	0.013097	0.006654	0.004505	0.003808	0.001033	0.001033	0.455970	0.383832	-156182.808
5485	0.002178	0.003063	0.014245	0.005194	0.001987	0.012392	0.006309	0.004505	0.003863	0.001105	0.001105	0.485600	0.383832	-156163.144
5490	0.002185	0.002579	0.015072	0.005848	0.002062	0.014453	0.006329	0.004520	0.003782	0.001026	0.001026	0.533243	0.398954	-156185.761
5495	0.002120	0.003242	0.014069	0.005674	0.002001	0.012762	0.005945	0.004385	0.003669	0.001043	0.001043	0.524034	0.393535	-156144.219
5500	0.002123	0.003247	0.013487	0.005682	0.001947	0.010345	0.004985	0.004391	0.003750	0.001051	0.001051	0.483472	0.404071	-156159.921
5505	0.002168	0.002661	0.014162	0.005802	0.002042	0.010081	0.005091	0.004484	0.003756	0.000916	0.000916	0.513399	0.362262	-156149.754
5510	0.002253	0.002765	0.016371	0.005239	0.002149	0.010298	0.004597	0.004660	0.003865	0.000952	0.000952	0.530153	0.397621	-156154.151
5515	0.002233	0.002740	0.016229	0.005896	0.002159	0.010121	0.004174	0.004618	0.003793	0.000885	0.000885	0.466268	0.367172	-156130.017
5520	0.002131	0.002615	0.012901	0.005628	0.002001	0.011318	0.004514	0.004408	0.003704	0.000844	0.000844	0.490943	0.304156	-156145.198
5525	0.002131	0.002615	0.015058	0.005628	0.001892	0.008790	0.005466	0.004408	0.003866	0.000852	0.000852	0.522776	0.279580	-156109.911
5530	0.002116	0.002229	0.015338	0.005589	0.001937	0.008123	0.005428	0.004378	0.003750	0.000891	0.000891	0.522776	0.320170	-156173.885
5535	0.002210	0.003084	0.016182	0.005315	0.002141	0.007833	0.006524	0.004571	0.003750	0.000905	0.000905	0.432410	0.274001	-156164.205
5540	0.002160	0.003015	0.016984	0.005196	0.002477	0.008204	0.006378	0.004468	0.003549	0.000926	0.000926	0.489883	0.274001	-156158.307
5545	0.002268	0.003165	0.016031	0.005455	0.002504	0.009178	0.006597	0.004691	0.003832	0.000972	0.000972	0.470611	0.243442	-156142.839
5550	0.002256	0.002759	0.016889	0.005647	0.002555	0.007728	0.006642	0.004667	0.003741	0.001063	0.001063	0.490200	0.206083	-156147.453
5555	0.002229	0.002879	0.017430	0.005579	0.002518	0.008253	0.006900	0.004611	0.003699	0.000884	0.000884	0.489534	0.176674	-156162.916
5560	0.002417	0.003484	0.016151	0.005424	0.002293	0.009393	0.007396	0.004482	0.003780	0.000860	0.000860	0.525874	0.112414	-156168.640
5565	0.002417	0.002434	0.016196	0.005766	0.002311	0.008806	0.007209	0.004441	0.003758	0.000860	0.000860	0.477064	0.081602	-156151.021
5570	0.002411	0.002428	0.014994	0.006355	0.002485	0.007065	0.006714	0.004431	0.003548	0.001006	0.001006	0.468687	0.118400	-156207.170
5575	0.002411	0.003005	0.014618	0.006355	0.002454	0.005919	0.005801	0.004431	0.003580	0.000968	0.000968	0.468687	0.144269	-156227.518
5580	0.002026	0.002627	0.016488	0.006221	0.002853	0.006768	0.005344	0.004338	0.003478	0.000859	0.000859	0.489219	0.116880	-156175.841
5585	0.001979	0.002567	0.015893	0.006647	0.002919	0.005405	0.004331	0.004237	0.003288	0.000921	0.000921	0.454969	0.147499	-156149.285
5590	0.002051	0.002885	0.014552	0.006886	0.002735	0.006240	0.004487	0.004390	0.003664	0.000996	0.000996	0.522082	0.130223	-156109.406
5595	0.002206	0.002885	0.016568	0.006524	0.002653	0.006608	0.006075	0.004390	0.003747	0.001021	0.001021	0.566278	0.198561	-156147.945
5600	0.002144	0.002486	0.016096	0.005766	0.002579	0.007789	0.005624	0.004268	0.003643	0.000952	0.000952	0.510994	0.196163	-156128.376
5605	0.002247	0.002830	0.016096	0.006041	0.002673	0.010940	0.006646	0.004472	0.003846	0.000965	0.000965	0.510994	0.166280	-156139.737
5610	0.002214	0.002789	0.016106	0.005953	0.002815	0.012216	0.006383	0.004406	0.003606	0.000951	0.000951	0.574859	0.134385	-156168.132
5615	0.002173	0.002737	0.016609	0.005653	0.002704	0.011725	0.005739	0.004325	0.003592	0.000963	0.000963	0.565731	0.157907	-156146.648
5620	0.002229	0.002456	0.015880	0.005800	0.002802	0.012071	0.005889	0.004437	0.003661	0.000935	0.000935	0.498019	0.208320	-156167.223
5625	0.002271	0.002502	0.015058	0.006347	0.002984	0.015588	0.008004	0.004519	0.003608	0.000991	0.000991	0.451715	0.208320	-156140.301
5630	0.002195	0.002419	0.016314	0.006136	0.002937	0.012708	0.007596	0.004369	0.003443	0.000993	0.000993	0.520527	0.221132	-156165.981
5635	0.002289	0.002522	0.016313	0.005998	0.003014	0.013376	0.008388	0.004558	0.003632	0.000932	0.000932	0.572429	0.221132	-156122.858
5640	0.002310	0.002545	0.016205	0.006054	0.002429	0.014852	0.009059	0.004600	0.003752	0.000894	0.000894	0.601549	0.165764	-156112.812
5645	0.002204	0.002472	0.015522	0.005921	0.002432	0.011250	0.008810	0.004370	0.003456	0.000868	0.000868	0.617334	0.176287	-156150.450
5650	0.002204	0.002472	0.015489	0.005711	0.003002	0.012587	0.007967	0.004356	0.003415	0.000903	0.000903	0.699139	0.182542	-156146.303
5655	0.002281	0.002558	0.014291	0.005909	0.003133	0.014520	0.010001	0.004507	0.003512	0.000906	0.000906	0.616097	0.161057	-156156.503
5660	0.002044	0.002085	0.012975	0.005768	0.003381	0.016421	0.009549	0.004399	0.003183	0.000825	0.000825	0.568113	0.202708	-156174.658
5665	0.002390	0.002178	0.014468	0.006027	0.003654	0.017981	0.009427	0.004596	0.003064	0.000862	0.000862	0.585667	0.193049	-156151.922
5670	0.002089	0.002178	0.014059	0.006027	0.003855	0.018599	0.007974	0.004596	0.003023	0.000862	0.000862	0.647209	0.271896	-156169.764
5675	0.002000	0.002311	0.012724	0.005346	0.003398	0.019942	0.009401	0.004403	0.003076	0.000795	0.000795	0.663061	0.271896	-156171.393
5680	0.002136	0.002468	0.013180	0.005874	0.003417	0.020260	0.010211	0.004658	0.003437	0.000903	0.000903	0.604815	0.202120	-156163.877
5685	0.002146	0.002479	0.013942	0.005899	0.003552	0.019360	0.010540	0.004678	0.003322	0.000980	0.000980	0.658992	0.145845	-156249.430
5690	0.002042	0.002359	0.015901	0.005614	0.003135	0.018233	0.010212	0.004452	0.003335	0.000933	0.000933	0.595665	0.143451	-156182.226
5695	0.002001	0.002312	0.017702	0.005501	0.003266	0.020062	0.010653	0.004363	0.003123	0.000790	0.000790	0.624836	0.114899	-156130.299
5700	0.002028	0.002343	0.016951	0.005574	0.004180	0.022905	0.010546	0.004421	0.003026	0.000735	0.000735	0.685218	0.087466	-156108.040
5705	0.002076	0.002398	0.016416	0.005707	0.005790	0.018505	0.011829	0.004526	0.003044	0.000811	0.000811	0.738872	0.122670	-156131.913
5710	0.001842	0.002398	0.017576	0.005380	0.005364	0.020536	0.011936	0.004526	0.003221	0.000811	0.000811	0.773288	0.122670	-156107.933
5715	0.001842	0.002398	0.016028	0.005380	0.005544	0.017819	0.010119	0.004526	0.003125	0.000851	0.000851	0.803472	0.174419	-156145.806
5720	0.001842	0.002398	0.015502	0.005380	0.005214	0.019480	0.010130	0.004526	0.003076	0.000773	0.000773	0.875801	0.188211	-156162.036
5725	0.001829	0.002381	0.016875	0.004922	0.005449	0.017354	0.009962	0.004493	0.002986	0.000816	0.000816	0.869743	0.207893	-156153.978
5730	0.001880	0.002447	0.013231	0.004882	0.004469	0.015441	0.009888	0.004668	0.003291	0.000860	0.000860	0.879467	0.214285	-156131.955
5735	0.002298	0.002382	0.014645	0.004753	0.006239	0.011168	0.010039	0.004545	0.003055	0.000900	0.000900	0.852404	0.172809	-156165.005
5740	0.002298	0.002382	0.017599	0.004493	0.006404	0.011539	0.009637	0.004628	0.003003	0.000916	0.000916	0.805626	0.153960	-156174.610
5745	0.002359	0.002445	0.017417	0.005101	0.006008	0.010877	0.009758	0.004750	0.003011	0.001040	0.001040	0.794403	0.178841	-156192.835
5750	0.002363	0.002449	0.017331	0.005109	0.006440	0.010023	0.009752	0.004758	0.002985	0.001059	0.001059	0.794403	0.178841	-156162.324
5755	0.002363	0.002449	0.016812	0.004969	0.006440	0.010587	0.009697	0.004807	0.002988	0.001098	0.001098	0.794403	0.226908	-156180.822
5760	0.002433	0.003243	0.016488	0.004966	0.006137	0.010287	0.010029	0.005007	0.003233	0.001165	0.001165	0.794403	0.240784	-156182.759
5765	0.002344	0.003124	0.013710	0.004672	0.005302	0.011068	0.011524	0.004870	0.003059	0.001010	0.001010	0.804351	0.270460	-156194.694
5770	0.002265	0.002728	0.013162	0.004768	0.004941	0.009281	0.008767	0.004613	0.003024	0.001111	0.001111	0.804351	0.231880	-156183.033
5775	0.002353	0.002835	0.014168	0.004954	0.004241	0.007474	0.010969	0.004794	0.003083	0.001011	0.001011	0.736563	0.256605	-156165.104
5780	0.002297	0.002767	0.013667	0.005168	0.005081	0.008002	0.012174	0.004571	0.002810	0.001104	0.001104	0.788541	0.222710	-156208.216
5785	0.002360	0.002842	0.014538	0.005309	0.005268	0.008478	0.012083	0.004696	0.002974	0.001032	0.001032	0.855822	0.202872	-156132.767
5790	0.002353	0.002835	0.014807	0.005295	0.004943	0.009097	0.011280	0.004683	0.002897	0.001030	0.001030	0.882583	0.237897	-156178.744
5795	0.002449	0.002950	0.015168	0.005049	0.005601	0.008670	0.011775	0.004874	0.002857	0.001072	0.001072	0.882583	0.208852	-156172.459
5800	0.002377	0.002863	0.016123	0.005002	0.004822	0.006416	0.011125	0.004691	0.002913	0.000952	0.000952	0.874455	0.175376	-156152.108
5805	0.002377	0.002863	0.015828	0.004901	0.004649	0.008274	0.011114	0.004730	0.002987	0.000948	0.000948	0.836524	0.232131	-156170.513
5810	0.001883	0.002863	0.015564	0.005272	0.004696	0.007622	0.009839	0.004777	0.002780	0.000948	0.000948	0.866241	0.232131	-156160.912
5815	0.001906	0.002622	0.013993	0.005493	0.005344	0.013067	0.011103	0.004780	0.002751	0.000794	0.000794	0.850892	0.212630	-156166.268
5820	0.001856	0.002553	0.014464	0.005700	0.004421	0.014424	0.011200	0.004656	0.002945	0.000774	0.000774	0.822611	0.244207	-156169.019
5825	0.001861	0.002244	0.014716	0.005779	0.004510	0.009452	0.013061	0.004633	0.003064	0.000827	0.000827	0.840526	0.262899	-156161.633
5830	0.001861	0.002244	0.015561	0.005948	0.004034	0.012328	0.012193	0.004588	0.003015	0.000813	0.000813	0.877038	0.232262	-156175.448
5835	0.001940	0.002339	0.015909	0.005495	0.004024	0.010899	0.013336	0.004782	0.003243	0.000906	0.000906	0.877038	0.231009	-156154.685
5840	0.001940	0.002339	0.015956	0.005495	0.004135	0.015260	0.014346	0.004782	0.003178	0.000843	0.000843	0.831565	0.175276	-156149.976
5845	0.001887	0.002276	0.014455	0.005153	0.004763	0.015477	0.012937	0.004711	0.003004	0.000849	0.000849	0.813559	0.229959	-156171.725
5850	0.001831	0.002208	0.013688	0.004964	0.004486	0.013556	0.013316	0.004588	0.002978	0.000824	0.000824	0.764465	0.234938	-156236.800
5855	0.001963	0.002367	0.015054	0.005322	0.004649	0.014716	0.014883	0.004918	0.003272	0.000883	0.000883	0.778836	0.234218	-156136.576
5860	0.001873	0.002258	0.013532	0.005143	0.004184	0.013001	0.014162	0.004672	0.003256	0.000888	0.000888	0.748521	0.265873	-156149.051
5865	0.001854	0.002235	0.013833	0.005090	0.004092	0.012703	0.013436	0.004625	0.003251	0.000814	0.000814	0.691972	0.278866	-156157.351
5870	0.001921	0.002315	0.015776	0.005274	0.004754	0.013186	0.011314	0.004791	0.003095	0.000871	0.000871	0.709769	0.321892	-156199.029
5875	0.001752	0.002113	0.014034	0.004607	0.004932	0.011900	0.007970	0.004439	0.002777	0.000830	0.000830	0.632243	0.383327	-156161.363
5880	0.001816	0.002189	0.015190	0.004774	0.003792	0.011336	0.008008	0.004599	0.002850	0.000801	0.000801	0.642660	0.388043	-156158.475
5885	0.001889	0.002278	0.014754	0.004968	0.004271	0.012518	0.009990	0.004786	0.002960	0.000834	0.000834	0.570362	0.412778	-156188.451
5890	0.001844	0.002223	0.013578	0.004680	0.004478	0.011582	0.012173	0.004736	0.002742	0.000859	0.000859	0.594912	0.438901	-156169.064
5895	0.001804	0.002175	0.014368	0.005313	0.004283	0.014841	0.016400	0.004604	0.002725	0.000695	0.000695	0.500639	0.429027	-156104.061
5900	0.001860	0.002243	0.016587	0.004996	0.005043	0.014391	0.014115	0.004766	0.002664	0.000774	0.000774	0.541255	0.412077	-156127.760
5905	0.001775	0.002140	0.013796	0.004914	0.004708	0.014549	0.014041	0.004484	0.002379	0.000810	0.000810	0.541255	0.386973	-156147.749
5910	0.001943	0.002343	0.014282	0.004947	0.005842	0.013960	0.013702	0.004908	0.002544	0.000930	0.000930	0.578525	0.430648	-156174.909
5915	0.002008	0.002710	0.014197	0.005168	0.006891	0.010922	0.013573	0.005047	0.002423	0.000910	0.000910	0.565508	0.441582	-156140.436
5920	0.001935	0.002256	0.013984	0.005094	0.006797	0.013946	0.015286	0.004803	0.002154	0.000765	0.000765	0.557412	0.453747	-156150.626
5925	0.001893	0.002207	0.014804	0.005443	0.006060	0.015443	0.013350	0.004650	0.002364	0.000777	0.000777	0.492788	0.519184	-156130.701
5930	0.001893	0.002207	0.016058	0.005279	0.005857	0.012576	0.015774	0.004722	0.002329	0.000777	0.000777	0.504390	0.532806	-156164.644
5935	0.001893	0.002570	0.014153	0.005367	0.005227	0.012259	0.016022	0.004688	0.002513	0.000837	0.000837	0.558058	0.532177	-156160.487
5940	0.001927	0.002617	0.012994	0.005098	0.006213	0.011730	0.017042	0.004774	0.002371	0.000940	0.000940	0.592676	0.552514	-156145.789
5945	0.001883	0.002556	0.012818	0.005161	0.005237	0.012674	0.017564	0.004581	0.002445	0.000860	0.000860	0.592676	0.533466	-156179.309
5950	0.001970	0.002323	0.013808	0.004847	0.005775	0.013098	0.017138	0.004664	0.002330	0.000829	0.000829	0.610837	0.616696	-156172.442
5955	0.001970	0.002323	0.014123	0.005281	0.005748	0.013122	0.016071	0.004561	0.002168	0.000869	0.000869	0.591439	0.630260	-156207.681
5960	0.002052	0.002419	0.014190	0.005447	0.005862	0.015146	0.018510	0.004775	0.002402	0.000805	0.000805	0.644199	0.606059	-156157.371
5965	0.001944	0.002292	0.013587	0.005739	0.005394	0.013015	0.018689	0.004525	0.002296	0.000833	0.000833	0.661244	0.646832	-156127.211
5970	0.001960	0.002311	0.014078	0.005506	0.005149	0.010832	0.018494	0.004676	0.002401	0.000856	0.000856	0.703812	0.621016	-156151.231
5975	0.001874	0.002209	0.016097	0.005581	0.004803	0.009509	0.016000	0.004469	0.002331	0.000819	0.000819	0.753546	0.603657	-156170.234
5980	0.002143	0.002216	0.016452	0.005336	0.004199	0.009195	0.015209	0.004583	0.002563	0.000884	0.000884	0.731967	0.569799	-156184.616
5985	0.002162	0.002236	0.017530	0.005025	0.004274	0.009101	0.015712	0.004774	0.002572	0.000892	0.000892	0.706485	0.569799	-156190.043
5990	0.002205	0.002281	0.018817	0.005372	0.004851	0.010512	0.016365	0.004947	0.002710	0.000835	0.000835	0.665093	0.614985	-156158.711
5995	0.002123	0.002196	0.019270	0.005172	0.005028	0.009817	0.017323	0.004763	0.002481	0.000804	0.000804	0.647728	0.588386	-156150.831
6000	0.002123	0.002196	0.020315	0.004830	0.004746	0.010008	0.018674	0.004681	0.002580	0.000804	0.000804	0.694651	0.588386	-156162.376
6005	0.002058	0.002072	0.019142	0.004828	0.004971	0.007037	0.021149	0.004471	0.002372	0.000889	0.000889	0.717759	0.567850	-156162.517
6010	0.002143	0.002158	0.019410	0.004784	0.005460	0.010221	0.023617	0.004769	0.002483	0.000771	0.000771	0.682972	0.524919	-156185.104
6015	0.002143	0.002158	0.017190	0.005205	0.005298	0.011198	0.024509	0.004769	0.002535	0.000771	0.000771	0.631765	0.542364	-156196.162
6020	0.001579	0.002220	0.016503	0.004739	0.006673	0.012060	0.024316	0.004906	0.002489	0.000828	0.000828	0.598124	0.544406	-156167.043
6025	0.001574	0.002214	0.015457	0.004725	0.006779	0.013226	0.025324	0.004892	0.002452	0.000726	0.000726	0.662056	0.502809	-156174.137
6030	0.001614	0.002269	0.014478	0.004768	0.007053	0.010308	0.025296	0.005060	0.002326	0.000832	0.000832	0.662659	0.532778	-156186.905
6035	0.002098	0.002672	0.014108	0.004895	0.006364	0.009515	0.023351	0.004892	0.002330	0.000923	0.000923	0.763301	0.565988	-156186.375
6040	0.001984	0.002527	0.013739	0.004652	0.005829	0.006033	0.020735	0.004620	0.002250	0.000912	0.000912	0.739641	0.578185	-156155.433
6045	0.002016	0.002568	0.015282	0.004837	0.006342	0.004558	0.019880	0.004635	0.002136	0.000913	0.000913	0.754498	0.540129	-156120.938
6050	0.002066	0.002631	0.012579	0.004485	0.006114	0.005611	0.019421	0.005015	0.002164	0.000801	0.000801	0.761373	0.477115	-156227.790
6055	0.002026	0.002580	0.012337	0.004568	0.006214	0.005196	0.019851	0.004813	0.002076	0.000879	0.000879	0.782980	0.421623	-156165.586
6060	0.002075	0.002643	0.013956	0.004724	0.006922	0.004216	0.020287	0.004904	0.002209	0.000900	0.000900	0.806957	0.477633	-156130.866
6065	0.002109	0.002510	0.014639	0.004889	0.008025	0.002641	0.023016	0.004937	0.002360	0.000869	0.000869	0.841030	0.489189	-156159.260
6070	0.002050	0.002439	0.013612	0.004603	0.006639	0.003759	0.020813	0.004871	0.002398	0.000844	0.000844	0.829948	0.424897	-156174.728
6075	0.001775	0.002514	0.013609	0.004644	0.007041	0.003690	0.022436	0.005078	0.002467	0.000829	0.000829	0.829948	0.364701	-156165.517
6080	0.001727	0.002447	0.013630	0.004596	0.006319	0.004308	0.020562	0.004900	0.002308	0.000694	0.000694	0.842074	0.428211	-156135.216
6085	0.001820	0.001925	0.015849	0.004971	0.005717	0.002564	0.020277	0.005097	0.002718	0.000658	0.000658	0.860280	0.404622	-156162.428
